item_name,displayName,category,status,source_png,dest_rel_path,sprite_w,sprite_h,tex_w_note
Enchantment_KravMagaOil,Krav Maga Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemKravmagaOil.png,assets/oils/Enchantment_KravMagaOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_MantisShrimpOil,Mantis Shrimp Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMantisshrimpOil.png,assets/oils/Enchantment_MantisShrimpOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_MedicinBallOil,Medicin Ball Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMedicineballOil.png,assets/oils/Enchantment_MedicinBallOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_MooseOil,Moose Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMooseOil.png,assets/oils/Enchantment_MooseOil.png,118.85,107.9,tex=128x128 ATLAS_SUBRECT rect=119x108 (crop needed)
Enchantment_MuleOil,Mule Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMuleOil.png,assets/oils/Enchantment_MuleOil.png,100.96,237.95,tex=128x256 ATLAS_SUBRECT rect=101x238 (crop needed)
Enchantment_RamOil,Ram Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRamOil.png,assets/oils/Enchantment_RamOil.png,109.95,107.9,tex=128x128 ATLAS_SUBRECT rect=110x108 (crop needed)
Enchantment_RiotOil,Riot Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRiotOil.png,assets/oils/Enchantment_RiotOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_ShoveOil,Shove Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemShoveOil.png,assets/oils/Enchantment_ShoveOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_SturdyOil,Sturdy Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSturdyOil.png,assets/oils/Enchantment_SturdyOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_UntightenedScrewOil,Untightened Screw Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemUntightenedscrewOil.png,assets/oils/Enchantment_UntightenedScrewOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_BlackFridayOil,Black Friday Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBlackFridayOil.png,assets/oils/Enchantment_BlackFridayOil.png,48.9,123.85,tex=128x128 ATLAS_SUBRECT rect=49x124 (crop needed)
Enchantment_BombardOil,Bombard Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBombardOil.png,assets/oils/Enchantment_BombardOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_BoomstickOil,Boomstick Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBoomstickOil.png,assets/oils/Enchantment_BoomstickOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_CarelessSplitterOil,Careless Splitter Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCarelesssplitterOil.png,assets/oils/Enchantment_CarelessSplitterOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_DivisionOil,Division Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDivisionOil.png,assets/oils/Enchantment_DivisionOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_DoubleNothingOil,Double Nothing Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDoublenothingOil.png,assets/oils/Enchantment_DoubleNothingOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_ElephantOil,Elephant Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemElephantOil.png,assets/oils/Enchantment_ElephantOil.png,100.96,237.95,tex=128x256 ATLAS_SUBRECT rect=101x238 (crop needed)
Enchantment_GeminiOil,Gemini Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemGeminiOil.png,assets/oils/Enchantment_GeminiOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_MatrixOil,Matrix Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMatrixOil.png,assets/oils/Enchantment_MatrixOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_MultichamberOil,Multichamber Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMultichamberOil.png,assets/oils/Enchantment_MultichamberOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_MultishotOil,Multishot Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMultishotOil.png,assets/oils/Enchantment_MultishotOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_ParallelMagOil,Parallel Mag Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemParallelmagOil.png,assets/oils/Enchantment_ParallelMagOil.png,85.95,119.9,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_ScatterOil,Scatter Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemScatterOil.png,assets/oils/Enchantment_ScatterOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_ShredderOil,Shredder Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemShredderOil.png,assets/oils/Enchantment_ShredderOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_SupressiveOil,Supressive Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSupressiveOil.png,assets/oils/Enchantment_SupressiveOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_TandemOil,Tandem Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTandemOil.png,assets/oils/Enchantment_TandemOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_TwiceOil,Twice Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTwiceOil.png,assets/oils/Enchantment_TwiceOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_TwoTimeOil,Two Time Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTwotimeOil.png,assets/oils/Enchantment_TwoTimeOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_BadPlanetOil,Bad Planet Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBadPlanetOil.png,assets/oils/Enchantment_BadPlanetOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_BystanderOil,Bystander Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBystanderOil.png,assets/oils/Enchantment_BystanderOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_CollateralOil,Collateral Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCollateralOil.png,assets/oils/Enchantment_CollateralOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
Enchantment_ConsiderateOil,Considerate Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemConsiderateOil.png,assets/oils/Enchantment_ConsiderateOil.png,118.85,107.9,tex=128x128 ATLAS_SUBRECT rect=119x108 (crop needed)
Enchantment_FarsightedOil,Farsighted Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFarsightedOil.png,assets/oils/Enchantment_FarsightedOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_HeavyLeadOil,Heavy Lead Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHeavyLeadOil.png,assets/oils/Enchantment_HeavyLeadOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_InconsiderateOil,Inconsiderate Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemInconsiderateOil.png,assets/oils/Enchantment_InconsiderateOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_JungianOil,Jungian Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemJungianOil.png,assets/oils/Enchantment_JungianOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_NeedleeyeOil,Needleeye Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemNeedleeyeOil.png,assets/oils/Enchantment_NeedleeyeOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_OverdoseOil,Overdose Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemOverdoseOil.png,assets/oils/Enchantment_OverdoseOil.png,96.9,114.95,tex=128x128 ATLAS_SUBRECT rect=97x115 (crop needed)
Enchantment_PenetrationOil,Penetration Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPenetrationOil.png,assets/oils/Enchantment_PenetrationOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_RigorOil,Rigor Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRigorOil.png,assets/oils/Enchantment_RigorOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_SectOil,Sect Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSectOil.png,assets/oils/Enchantment_SectOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_SurgicalLaserOil,Surgical Laser Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSurgicalLaserOil.png,assets/oils/Enchantment_SurgicalLaserOil.png,85.95,223.95,tex=128x256 ATLAS_SUBRECT rect=86x224 (crop needed)
Enchantment_TooMuchOil,Too Much Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTooMuchOil.png,assets/oils/Enchantment_TooMuchOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_UntechnicalOil,Untechnical Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemUntechnicalOil.png,assets/oils/Enchantment_UntechnicalOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_VasectomyOil,Vasectomy Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemVasectomyOil.png,assets/oils/Enchantment_VasectomyOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_AttackSpeedOil,Attack Speed Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemAttackspeedOil.png,assets/oils/Enchantment_AttackSpeedOil.png,69.95,119.9,tex=80x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_BBOil,BB Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBBOil.png,assets/oils/Enchantment_BBOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_BlurtOil,Blurt Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBlurtOil.png,assets/oils/Enchantment_BlurtOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_DoubleFireOil,Double Fire Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDoublefireOil.png,assets/oils/Enchantment_DoubleFireOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
Enchantment_FragileSystemOil,Fragile System Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFragilesystemOil.png,assets/oils/Enchantment_FragileSystemOil.png,62.95,123.9,tex=64x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_LightweightOil,Lightweight Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLightweightOil.png,assets/oils/Enchantment_LightweightOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_MachineOil,Machine Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMachineOil.png,assets/oils/Enchantment_MachineOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_NoLookOil,No Look Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemNolookOil.png,assets/oils/Enchantment_NoLookOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_PerforateOil,Perforate Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPerforateOil.png,assets/oils/Enchantment_PerforateOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_RapidInternalsOil,Rapid Internals Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRapidinternalsOil.png,assets/oils/Enchantment_RapidInternalsOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_RookieOil,Rookie Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRookieOil.png,assets/oils/Enchantment_RookieOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_ShowerOil,Shower Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemShowerOil.png,assets/oils/Enchantment_ShowerOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_SpitterOil,Spitter Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSplitterOil.png,assets/oils/Enchantment_SpitterOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_StationaryOil,Stationary Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemStationaryOil.png,assets/oils/Enchantment_StationaryOil.png,70.85,244.95,tex=128x256 ATLAS_SUBRECT rect=71x245 (crop needed)
Enchantment_WasterOil,Waster Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemWasterOil.png,assets/oils/Enchantment_WasterOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_ZeroFucksOil,Zero Fucks Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemZerofucksOil.png,assets/oils/Enchantment_ZeroFucksOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_BracedOil,Braced Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBracedOil.png,assets/oils/Enchantment_BracedOil.png,105.94,121.95,tex=128x128 ATLAS_SUBRECT rect=106x122 (crop needed)
Enchantment_CasualOil,Casual Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCasualOil.png,assets/oils/Enchantment_CasualOil.png,65.92,118.92,tex=128x128 ATLAS_SUBRECT rect=66x119 (crop needed)
Enchantment_ContainedForceOil,Contained Force Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemContainedforceOil.png,assets/oils/Enchantment_ContainedForceOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_EasyOil,Easy Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemEasyOil.png,assets/oils/Enchantment_EasyOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_EasyPlopOil,Easy Plop Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemEasyplopOil.png,assets/oils/Enchantment_EasyPlopOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_FlowFunnelOil,Flow Funnel Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFlowfunnelOil.png,assets/oils/Enchantment_FlowFunnelOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_LessRecoilOil,Less Recoil Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLessrecoilOil.png,assets/oils/Enchantment_LessRecoilOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_ModernTechnologyOil,Modern Technology Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemModerntechnologyOil.png,assets/oils/Enchantment_ModernTechnologyOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_PeashooterOil,Peashooter Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPeashooterOil.png,assets/oils/Enchantment_PeashooterOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
Enchantment_PurseGunOil,Purse Gun Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPursegunOil.png,assets/oils/Enchantment_PurseGunOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_ReadyOil,Ready Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemReadyOil.png,assets/oils/Enchantment_ReadyOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_RelaxOil,Relax Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRelaxOil.png,assets/oils/Enchantment_RelaxOil.png,93.88,104.9,tex=128x128 ATLAS_SUBRECT rect=94x105 (crop needed)
Enchantment_SafetyOil,Safety Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemSafetyOil.png,assets/oils/Enchantment_SafetyOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_StabilityOil,Stability Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemStabilityOil.png,assets/oils/Enchantment_StabilityOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_StableHipOil,Stable Hip Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemStablehipOil.png,assets/oils/Enchantment_StableHipOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_TensionOil,Tension Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTensionOil.png,assets/oils/Enchantment_TensionOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_VegetableOil,Vegetable Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemVegetableOil.png,assets/oils/Enchantment_VegetableOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_BulkOil,Bulk Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemBulkOil.png,assets/oils/Enchantment_BulkOil.png,107.9,108.9,tex=128x128 ATLAS_SUBRECT rect=108x109 (crop needed)
Enchantment_CarefreeOil,Carefree Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCarefreeOil.png,assets/oils/Enchantment_CarefreeOil.png,85.95,119.95,tex=128x128 ATLAS_SUBRECT rect=86x120 (crop needed)
Enchantment_CheapOil,Cheap Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemCheapOil.png,assets/oils/Enchantment_CheapOil.png,89.95,120.95,tex=128x128 ATLAS_SUBRECT rect=90x121 (crop needed)
Enchantment_DoOverOil,Do-over Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemDooverOil.png,assets/oils/Enchantment_DoOverOil.png,99.95,121.95,tex=128x128 ATLAS_SUBRECT rect=100x122 (crop needed)
Enchantment_FoodStampOil,Food Stamp Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemFoodstampOil.png,assets/oils/Enchantment_FoodStampOil.png,117.95,121.9,tex=128x128 ATLAS_SUBRECT rect=118x122 (crop needed)
Enchantment_HeavyPocketsOil,Heavy Pockets  Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHeavypocketsOil.png,assets/oils/Enchantment_HeavyPocketsOil.png,102.92,118.9,tex=128x128 ATLAS_SUBRECT rect=103x119 (crop needed)
Enchantment_HeliumOil,Helium Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemHeliumOil.png,assets/oils/Enchantment_HeliumOil.png,117.95,114.95,tex=128x128 ATLAS_SUBRECT rect=118x115 (crop needed)
Enchantment_KeepOil,Keep Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemKeepOil.png,assets/oils/Enchantment_KeepOil.png,59.85,121.9,tex=128x128 ATLAS_SUBRECT rect=60x122 (crop needed)
Enchantment_LastDropOil,Last Drop Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemLastdropOil.png,assets/oils/Enchantment_LastDropOil.png,62.95,123.9,tex=128x128 ATLAS_SUBRECT rect=63x124 (crop needed)
Enchantment_MosquitoOil,Mosquito Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemMosquitoOil.png,assets/oils/Enchantment_MosquitoOil.png,109.85,109.9,tex=128x128 ATLAS_SUBRECT rect=110x110 (crop needed)
Enchantment_PlopBackOil,Plop Back Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemPlopbackOil.png,assets/oils/Enchantment_PlopBackOil.png,111.9,110.95,tex=128x128 ATLAS_SUBRECT rect=112x111 (crop needed)
Enchantment_RecycleOil,Recycle Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemRecycleOil.png,assets/oils/Enchantment_RecycleOil.png,69.95,119.9,tex=128x128 ATLAS_SUBRECT rect=70x120 (crop needed)
Enchantment_SaviourOil,Saviour Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/SaviourOil.png,assets/oils/Enchantment_SaviourOil.png,113.85,119.9,tex=128x128 ATLAS_SUBRECT rect=114x120 (crop needed)
Enchantment_TetrisOil,Tetris Oil,oils,ok,C:/Users/miste/claude_workspace/_sulfur_extract/_unityproject/ExportedProject/Assets/Texture2D/ItemTetrisOil.png,assets/oils/Enchantment_TetrisOil.png,106.85,126.9,tex=128x128 ATLAS_SUBRECT rect=107x127 (crop needed)
