table,entry_kind,item,weight,drop_pct,table_total_weight,category
Loot_Endless_Multiplethings,item,Cactus,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cactus Softdrink,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Candy Cane,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Cappuccino,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cereal,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cevapi,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cheese,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cheese Sandwich,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cheese Tops,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cheeseburger,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chicken Leg,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chocolate Ball,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chocolate Bar,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chocolate Milkshake,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chocolate Mudcake,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Chocolate Syrup,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Christmas Spice,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cloth,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Coffee,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cordon Bleu,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cotton Candy,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cotton Swabs,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cotton Swabs,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Cryogenic Grenade,400.0,1.5558,25710.0,.
Loot_Endless_Multiplethings,item,Cuisses De Grenouille,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Currywurst,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Dimmie,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Dopp I Grytan,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Double Cheeseburger,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Dumpling,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Dynamite,600.0,2.3337,25710.0,.
Loot_Endless_Multiplethings,item,Earthworm,150.0,0.5834,25710.0,.
Loot_Endless_Multiplethings,item,Egg,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Egg Toddy,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Energy Gum,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Escargot,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,False Sulfcap,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Fatberg Chunk,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,First Aid Kit,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Fish,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Fish and chips,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Flat Sandfish,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Flour,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Fondue,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,French Hotdog,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,French Toast,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Fried Mushroom ,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Frog Leg,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Full English Breakfast,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Gonster,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Gravad Lax,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Gravy,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Green Glob,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Green Tea,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Green Tea Gum,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Grilled Cactus,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Grilled Poultry,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Haggis,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hard Bread,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hardhat,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hardshell Taco,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hazelnut,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Health Potion,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Herbal Tea,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Herbs,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Holy Toast,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Holy Water,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hot Pot,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hot Sauce,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Hot Snacks,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Jansson's Temptation,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Jar of Poison,300.0,1.1669,25710.0,.
Loot_Endless_Multiplethings,item,Jello,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Julmust,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Karl-Oskar,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Kidney Pie,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Kidney Stone,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Kombucha,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Lackerol Cactus,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Latte,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Lemonade,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Leverpastej,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Liquor,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Liver Patty Sandwich,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Low Fat Milk,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Lussekatt,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Lutfisk,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Mac'n'Cheese,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Maki,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Marshmallows,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mashed Potatoes,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Matcha,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Meat Skewers,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Meringue,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Metal Scrap,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Microfiber Dish Cloth,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mochi,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Molotov Cocktail,400.0,1.5558,25710.0,.
Loot_Endless_Multiplethings,item,Mulled Wine,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mushroom Omelette,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mushroom Skewer,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mushroom Soup,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mycota Squamata,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Mystery Meat,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Nashville Hot Chicken,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Nigiri,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Nuggets,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Nut Mix,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Nut Spread,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Oats,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Omelette,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Onigiri,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Paper,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Parka,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peanut,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peanut Butter,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peanutbutter Jelly Sandwich,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peanutbutter Sandwich,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peanutbutter Sandwich,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Peg Leg,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pillow Armor,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pine nuts,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pineapple Grenade,800.0,3.1116,25710.0,.
Loot_Endless_Multiplethings,item,Pizza,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pizza Slice,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Porridge,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Potato,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Potato Salad,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Poutine,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Power Bar,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Proximity Mine,300.0,1.1669,25710.0,.
Loot_Endless_Multiplethings,item,Puffed Rice Cakes,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pyttipanna,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pölsa,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Pølse,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Raclette,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Ramen,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Red Wine,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Repair Kit,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rhubarb,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rhubarb Pie,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rhubarb Porridge,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rhubarb Sauce,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rice,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Ris à la Malta,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Risgrynsgröt,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Rock,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rubber,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rödsopp,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Rödsopp Paste,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Salt,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Salted Fish,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Salted Sandfish,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sashimi,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sausage Omelette,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sausage On Stick,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sausage Soup,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sawdust,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Seaweed,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Silltallrik,40.0,0.1556,25710.0,.
Loot_Endless_Multiplethings,item,Skimmed Milk,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Slurf,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Snail,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Soapy Wool,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Solution,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Spaghetti,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Spaghetti Bolognese,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Spanish Omelette,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Spice Mix,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Spicy Sausage,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sports Drink,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Stew,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Stick,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Stick Grenade,800.0,3.1116,25710.0,.
Loot_Endless_Multiplethings,item,Stout,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sugar,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sulfur Grenade,300.0,1.1669,25710.0,.
Loot_Endless_Multiplethings,item,Swedish Pancakes,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Sweet Gum,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Swing-Ding,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Throwing Knives,400.0,1.5558,25710.0,.
Loot_Endless_Multiplethings,item,Toast Skagen,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Toilet Paper,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Tongue On Stick,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Tori Ramen,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Tube Caviar,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Unagi,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Used Rubber,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Vacuum Cleaner,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Velvet Bell,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Walnut,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Wet Wipes,100.0,0.389,25710.0,.
Loot_Endless_Multiplethings,item,Whole Milk,100.0,0.389,25710.0,.
Loot_Endless_ValuableGear,item,A12C Muzzle Brake,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Aftermarket Haukland Silencer,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Assault Scope,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,"Barrel Extension 2""",50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,"Barrel Extension 4""",50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,"Barrel Extension 6""",50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Breznik BMD,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Breznik BMD (Tactical),50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Car Stereo,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Chamber Chisel (.50 BMG),10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Chamber Chisel (12ga),10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Chamber Chisel (5.56mm),10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Chamber Chisel (7.62mm),10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Chamber Chisel (9mm),10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Compact Sight,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Craw Guano,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,DVD Player,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Diamond Ring,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Driving License,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Famous Painting,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Fancy Watch,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Fine China,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Flatscreen TV,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Gaming Laptop,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Gold Chain,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Golden Figurine,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Golden Ticket,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Gun Crank,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Haukland Flash Hider,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Haukland Silencer,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Holographic Sight,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Hunting Scope,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Improvised Barrel Extension,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Insurance,15.0,0.8484,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,3.0,0.1697,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,Laser Sight,10.0,0.5656,1768.0,.
Loot_Endless_ValuableGear,item,"M87 ""Albatross"" Silencer",50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,MP3 Player,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Minidisc,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Old Vintage,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Ornamental Vase,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Poker Chips,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Quaint Little Spoon,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Recon Scope,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Reflex Sight,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,SR-P3 Silencer,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Shav'Wa Soap,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Shrouded Barrel Extension,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Smartphone,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Sniper Scope,50.0,2.8281,1768.0,.
Loot_Endless_ValuableGear,item,Soul Resin,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,The Cost,20.0,1.1312,1768.0,.
Loot_Endless_ValuableGear,item,Warmage Compensator,50.0,2.8281,1768.0,.
Loot_Full_Global_Armor,item,Air Bat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Badass Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Balaclava,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Ballistic Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Ballistic Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Bathrobe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Beanie,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Beer Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Blindfold,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Blue Bandana,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Blue Slipper,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Breastplate,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Camo Jacket,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Cap,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Christmas Sock,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Christmas Sweater,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Christmas Sweater,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Clog,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Combat Boot,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Cowboy Boot,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Cowboy Hat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Cowboy Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Crown,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Denim Jacket,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Diving Fin,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Diving Mask,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Dogtags,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Dunce Cap,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Ear Protectors,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Encrypted Hoodie,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Extra Lung,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Eye Patch,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Firefighter Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Firefighter Jacket,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Fluffy Hat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Four-leaf Clover,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Gas Mask,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Genie Shoe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Geta,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Ghillie Suit,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Golden Slipper,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Green Tunic,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Hardhat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Hazmat Suit,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,High Quality Elf Shoe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,High heel,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Hockey Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Hockey Shoulder Pads,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Hunting Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Knee Pads,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Knight's Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Leather Jacket,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Life Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Military Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Motorcycle Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Office Wear,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Old-Timey Suit,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Oxygen Tank,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Parka,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Peg Leg,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Pillow Armor,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Pith Helmet,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Plain White Tee,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Plate Carrier,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Platform Shoe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Police Hat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Police Uniform,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Pope Hat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Pyjama,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Raincoat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Red Bandana,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Round Glasses,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Rubber Boot,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Rudolf Nose,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Running Shoe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,SULFUR Cap,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,SULFUR Hoodie,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Safety Vest,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Samurai Armor,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Santa Hat,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Sheriff's Badge,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Shoe,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Ski Goggles,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Sneaker,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Sock,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Springcoil Boot,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Square Glasses,1.0,1.0204,98.0,Globals
Loot_Full_Global_Armor,item,Steel Helmet,1.0,1.0204,98.0,Globals
