name,type_name,output_name,output_display,qty_created,craftable,num_inputs,inputs_readable,inputs_raw
Recipe_MushroomsFried_2 5,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,2,Karl-Oskar x4; Butter x1,518:4;373:1
Recipe_MushroomsFried_2 6,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,2,Rödsopp x5; Butter x1,646:5;373:1
Recipe_MushroomsFried_2 7,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,2,Swing-Ding x5; Butter x1,717:5;373:1
Recipe_MushroomsFried_2 8,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,2,Karl-Oskar x5; Butter x1,518:5;373:1
Recipe_MushroomsFried_2,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,2,Rödsopp x3; Butter x1,646:3;373:1
Recipe_MushroomsFried_3 1,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Swing-Ding x2; Velvet Bell x1; Butter x1,717:2;734:1;373:1
Recipe_MushroomsFried_3 2,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Karl-Oskar x2; Velvet Bell x1; Butter x1,518:2;734:1;373:1
Recipe_MushroomsFried_3 3,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x2; Karl-Oskar x1; Butter x1,646:2;518:1;373:1
Recipe_MushroomsFried_3 4,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Swing-Ding x2; Karl-Oskar x1; Butter x1,717:2;518:1;373:1
Recipe_MushroomsFried_3,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x2; Velvet Bell x1; Butter x1,646:2;734:1;373:1
Recipe_MushroomsFried_4 1,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Swing-Ding x1; Velvet Bell x2; Butter x1,717:1;734:2;373:1
Recipe_MushroomsFried_4 2,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Karl-Oskar x1; Velvet Bell x2; Butter x1,518:1;734:2;373:1
Recipe_MushroomsFried_4,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x1; Velvet Bell x2; Butter x1,646:1;734:2;373:1
Recipe_MushroomsFried_5 1,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Swing-Ding x3; Velvet Bell x3; Butter x1,717:3;734:3;373:1
Recipe_MushroomsFried_5 2,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Rödsopp x3; Swing-Ding x3; Butter x1,646:3;717:3;373:1
Recipe_MushroomsFried_5 3,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Karl-Oskar x3; Velvet Bell x3; Butter x1,518:3;734:3;373:1
Recipe_MushroomsFried_5 4,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Rödsopp x3; Karl-Oskar x3; Butter x1,646:3;518:3;373:1
Recipe_MushroomsFried_5 5,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Swing-Ding x3; Karl-Oskar x3; Butter x1,717:3;518:3;373:1
Recipe_MushroomsFried_5 6,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x2; Velvet Bell x2; Butter x1,646:2;734:2;373:1
Recipe_MushroomsFried_5 7,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Swing-Ding x2; Velvet Bell x2; Butter x1,717:2;734:2;373:1
Recipe_MushroomsFried_5 8,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x2; Swing-Ding x2; Butter x1,646:2;717:2;373:1
Recipe_MushroomsFried_5 9,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Karl-Oskar x2; Velvet Bell x2; Butter x1,518:2;734:2;373:1
Recipe_MushroomsFried_5 10,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Rödsopp x2; Karl-Oskar x2; Butter x1,646:2;518:2;373:1
Recipe_MushroomsFried_5 11,cooking,Item_MushroomFried,'Fried Mushroom ',2,1,3,Swing-Ding x2; Karl-Oskar x2; Butter x1,717:2;518:2;373:1
Recipe_MushroomsFried_5,cooking,Item_MushroomFried,'Fried Mushroom ',4,1,3,Rödsopp x3; Velvet Bell x3; Butter x1,646:3;734:3;373:1
Recipe_MushroomsFriedSimple 1,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,1,Velvet Bell x8,734:8
Recipe_MushroomsFriedSimple 2,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x7; Rödsopp x1,734:7;646:1
Recipe_MushroomsFriedSimple 3,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x7; Karl-Oskar x1,734:7;518:1
Recipe_MushroomsFriedSimple 4,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x7; Swing-Ding x1,734:7;717:1
Recipe_MushroomsFriedSimple 5,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x7; False Sulfcap x1,734:7;447:1
Recipe_MushroomsFriedSimple 6,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x6; Rödsopp x2,734:6;646:2
Recipe_MushroomsFriedSimple 7,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x6; Karl-Oskar x2,734:6;518:2
Recipe_MushroomsFriedSimple 8,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x6; Swing-Ding x2,734:6;717:2
Recipe_MushroomsFriedSimple 9,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x6; False Sulfcap x2,734:6;447:2
Recipe_MushroomsFriedSimple 10,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x5; Rödsopp x3,734:5;646:3
Recipe_MushroomsFriedSimple 11,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x5; Karl-Oskar x3,734:5;518:3
Recipe_MushroomsFriedSimple 12,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x5; Swing-Ding x3,734:5;717:3
Recipe_MushroomsFriedSimple 13,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x5; False Sulfcap x3,734:5;447:3
Recipe_MushroomsFriedSimple 14,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x4; Rödsopp x4,734:4;646:4
Recipe_MushroomsFriedSimple 15,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x4; Karl-Oskar x4,734:4;518:4
Recipe_MushroomsFriedSimple 16,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x4; Swing-Ding x4,734:4;717:4
Recipe_MushroomsFriedSimple 17,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x4; False Sulfcap x4,734:4;447:4
Recipe_MushroomsFriedSimple 18,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x3; Rödsopp x5,734:3;646:5
Recipe_MushroomsFriedSimple 19,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x3; Karl-Oskar x5,734:3;518:5
Recipe_MushroomsFriedSimple 20,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x3; Swing-Ding x5,734:3;717:5
Recipe_MushroomsFriedSimple 21,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x3; False Sulfcap x5,734:3;447:5
Recipe_MushroomsFriedSimple 22,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x2; Rödsopp x6,734:2;646:6
Recipe_MushroomsFriedSimple 23,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x2; Karl-Oskar x6,734:2;518:6
Recipe_MushroomsFriedSimple 24,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x2; Swing-Ding x6,734:2;717:6
Recipe_MushroomsFriedSimple 25,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x2; False Sulfcap x6,734:2;447:6
Recipe_MushroomsFriedSimple 26,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x1; Rödsopp x7,734:1;646:7
Recipe_MushroomsFriedSimple 27,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x1; Karl-Oskar x7,734:1;518:7
Recipe_MushroomsFriedSimple 28,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x1; Swing-Ding x7,734:1;717:7
Recipe_MushroomsFriedSimple 29,cooking,Item_MushroomFried,'Fried Mushroom ',1,1,2,Velvet Bell x1; False Sulfcap x7,734:1;447:7
Recipe_MushroomSoup_1 1,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Bottled Water x1,646:1;734:1;717:1;368:1
Recipe_MushroomSoup_1 2,cooking,Item_MushroomSoup,Mushroom Soup,2,1,5,Rödsopp x1; Velvet Bell x1; Karl-Oskar x1; Swing-Ding x1; Bottled Water x1,646:1;734:1;518:1;717:1;368:1
Recipe_MushroomSoup_1 3,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; Karl-Oskar x1; Bottled Water x1,646:1;734:1;518:1;368:1
Recipe_MushroomSoup_1 4,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Swing-Ding x1; Karl-Oskar x1; Bottled Water x1,646:1;717:1;518:1;368:1
Recipe_MushroomSoup_1 5,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Bottled Water x1,734:1;717:1;518:1;368:1
Recipe_MushroomSoup_1 6,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; False Sulfcap x1; Bottled Water x1,646:1;734:1;447:1;564:1
Recipe_MushroomSoup_1 7,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; Swing-Ding x1; Bottled Water x1,646:1;734:1;717:1;564:1
Recipe_MushroomSoup_1 8,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Swing-Ding x1; Karl-Oskar x1; Bottled Water x1,646:1;717:1;518:1;564:1
Recipe_MushroomSoup_1 9,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Velvet Bell x1; Swing-Ding x1; Karl-Oskar x1; Bottled Water x1,734:1;717:1;518:1;564:1
Recipe_MushroomSoup_1 10,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; Karl-Oskar x1; Bottled Water x1,646:1;734:1;518:1;564:1
Recipe_MushroomSoup_1 11,cooking,Item_MushroomSoup,Mushroom Soup,2,1,5,Rödsopp x1; Velvet Bell x1; Karl-Oskar x1; Swing-Ding x1; Bottled Water x1,646:1;734:1;518:1;717:1;564:1
Recipe_MushroomSoup_1,cooking,Item_MushroomSoup,Mushroom Soup,2,1,4,Rödsopp x1; Velvet Bell x1; False Sulfcap x1; Bottled Water x1,646:1;734:1;447:1;368:1
Recipe_MushroomSoup_2 1,cooking,Item_MushroomSoup,Mushroom Soup,4,1,2,Rödsopp x3; Bottled Water x1,646:3;564:1
Recipe_MushroomSoup_2,cooking,Item_MushroomSoup,Mushroom Soup,4,1,2,Rödsopp x3; Bottled Water x1,646:3;368:1
Recipe_MushroomSoup_3 1,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Swing-Ding x2; Rödsopp x3; Bottled Water x1,717:2;646:3;368:1
Recipe_MushroomSoup_3 2,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x1; Rödsopp x3; Bottled Water x1,717:1;646:3;368:1
Recipe_MushroomSoup_3 3,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x3; Rödsopp x2; Bottled Water x1,717:3;646:2;368:1
Recipe_MushroomSoup_3 4,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Swing-Ding x3; Rödsopp x1; Bottled Water x1,717:3;646:1;368:1
Recipe_MushroomSoup_3 5,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x2; Rödsopp x2; Bottled Water x1,717:2;646:2;368:1
Recipe_MushroomSoup_3 6,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Swing-Ding x2; Rödsopp x1; Bottled Water x1,717:2;646:1;368:1
Recipe_MushroomSoup_3 7,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x1; Rödsopp x2; Bottled Water x1,717:1;646:2;368:1
Recipe_MushroomSoup_3 8,cooking,Item_MushroomSoup,Mushroom Soup,5,1,3,Karl-Oskar x3; Rödsopp x3; Bottled Water x1,518:3;646:3;368:1
Recipe_MushroomSoup_3 9,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Karl-Oskar x2; Rödsopp x3; Bottled Water x1,518:2;646:3;368:1
Recipe_MushroomSoup_3 10,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x1; Rödsopp x3; Bottled Water x1,518:1;646:3;368:1
Recipe_MushroomSoup_3 11,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x3; Rödsopp x2; Bottled Water x1,518:3;646:2;368:1
Recipe_MushroomSoup_3 12,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x3; Rödsopp x1; Bottled Water x1,518:3;646:1;368:1
Recipe_MushroomSoup_3 13,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x2; Rödsopp x2; Bottled Water x1,518:2;646:2;368:1
Recipe_MushroomSoup_3 14,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x2; Rödsopp x1; Bottled Water x1,518:2;646:1;368:1
Recipe_MushroomSoup_3 15,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x1; Rödsopp x2; Bottled Water x1,518:1;646:2;368:1
Recipe_MushroomSoup_3 16,cooking,Item_MushroomSoup,Mushroom Soup,5,1,3,Velvet Bell x3; Rödsopp x3; Bottled Water x1,734:3;646:3;368:1
Recipe_MushroomSoup_3 17,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x2; Rödsopp x3; Bottled Water x1,734:2;646:3;368:1
Recipe_MushroomSoup_3 18,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x1; Rödsopp x3; Bottled Water x1,734:1;646:3;368:1
Recipe_MushroomSoup_3 19,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Rödsopp x2; Bottled Water x1,734:3;646:2;368:1
Recipe_MushroomSoup_3 20,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Rödsopp x1; Bottled Water x1,734:3;646:1;368:1
Recipe_MushroomSoup_3 21,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Rödsopp x2; Bottled Water x1,734:2;646:2;368:1
Recipe_MushroomSoup_3 22,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Rödsopp x1; Bottled Water x1,734:2;646:1;368:1
Recipe_MushroomSoup_3 23,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x1; Rödsopp x2; Bottled Water x1,734:1;646:2;368:1
Recipe_MushroomSoup_3 24,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Swing-Ding x2; Rödsopp x3; Bottled Water x1,717:2;646:3;564:1
Recipe_MushroomSoup_3 24_VB+KO 1,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x3; Karl-Oskar x3; Bottled Water x1,734:3;518:3;564:1
Recipe_MushroomSoup_3 24_VB+KO,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x3; Karl-Oskar x3; Bottled Water x1,734:3;518:3;368:1
Recipe_MushroomSoup_3 25,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Karl-Oskar x3; Bottled Water x1,734:2;518:3;368:1
Recipe_MushroomSoup_3 26,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Karl-Oskar x2; Bottled Water x1,734:3;518:2;368:1
Recipe_MushroomSoup_3 27,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Karl-Oskar x1; Bottled Water x1,734:3;518:1;368:1
Recipe_MushroomSoup_3 28,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x1; Karl-Oskar x3; Bottled Water x1,734:1;518:3;368:1
Recipe_MushroomSoup_3 29,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Karl-Oskar x2; Bottled Water x1,734:2;518:2;368:1
Recipe_MushroomSoup_3 30,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x1; Karl-Oskar x2; Bottled Water x1,734:1;518:2;368:1
Recipe_MushroomSoup_3 31,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x2; Karl-Oskar x1; Bottled Water x1,734:2;518:1;368:1
Recipe_MushroomSoup_3 32,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x1; Rödsopp x3; Bottled Water x1,717:1;646:3;564:1
Recipe_MushroomSoup_3 32_VB+SD 1,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x3; Swing-Ding x3; Bottled Water x1,734:3;717:3;564:1
Recipe_MushroomSoup_3 32_VB+SD,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x3; Swing-Ding x3; Bottled Water x1,734:3;717:3;368:1
Recipe_MushroomSoup_3 32z 1,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Swing-Ding x3; Bottled Water x1,734:2;717:3;564:1
Recipe_MushroomSoup_3 32z,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Swing-Ding x3; Bottled Water x1,734:2;717:3;368:1
Recipe_MushroomSoup_3 33,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Swing-Ding x2; Bottled Water x1,734:3;717:2;368:1
Recipe_MushroomSoup_3 34,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Swing-Ding x1; Bottled Water x1,734:3;717:1;368:1
Recipe_MushroomSoup_3 35,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x1; Swing-Ding x3; Bottled Water x1,734:1;717:3;368:1
Recipe_MushroomSoup_3 36,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Swing-Ding x2; Bottled Water x1,734:2;717:2;368:1
Recipe_MushroomSoup_3 37,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x1; Swing-Ding x2; Bottled Water x1,734:1;717:2;368:1
Recipe_MushroomSoup_3 38,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x2; Swing-Ding x1; Bottled Water x1,734:2;717:1;368:1
Recipe_MushroomSoup_3 39,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Swing-Ding x2; Bottled Water x1,734:3;717:2;368:1
Recipe_MushroomSoup_3 39_KO+SD 1,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Karl-Oskar x3; Swing-Ding x3; Bottled Water x1,518:3;717:3;564:1
Recipe_MushroomSoup_3 39_KO+SD,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Karl-Oskar x3; Swing-Ding x3; Bottled Water x1,518:3;717:3;368:1
Recipe_MushroomSoup_3 40,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x2; Swing-Ding x3; Bottled Water x1,518:2;717:3;368:1
Recipe_MushroomSoup_3 41,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x3; Swing-Ding x2; Bottled Water x1,518:3;717:2;368:1
Recipe_MushroomSoup_3 42,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x3; Swing-Ding x1; Bottled Water x1,518:3;717:1;368:1
Recipe_MushroomSoup_3 43,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x1; Swing-Ding x3; Bottled Water x1,518:1;717:3;368:1
Recipe_MushroomSoup_3 44,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x2; Swing-Ding x2; Bottled Water x1,518:2;717:2;368:1
Recipe_MushroomSoup_3 45,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Karl-Oskar x1; Swing-Ding x2; Bottled Water x1,518:1;717:2;368:1
Recipe_MushroomSoup_3 46,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Karl-Oskar x2; Swing-Ding x1; Bottled Water x1,518:2;717:1;368:1
Recipe_MushroomSoup_3 47,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x3; Swing-Ding x2; Bottled Water x1,518:3;717:2;368:1
Recipe_MushroomSoup_3 48,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x3; Rödsopp x2; Bottled Water x1,717:3;646:2;564:1
Recipe_MushroomSoup_3 49,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Swing-Ding x3; Rödsopp x1; Bottled Water x1,717:3;646:1;564:1
Recipe_MushroomSoup_3 50,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x2; Rödsopp x2; Bottled Water x1,717:2;646:2;564:1
Recipe_MushroomSoup_3 51,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Swing-Ding x2; Rödsopp x1; Bottled Water x1,717:2;646:1;564:1
Recipe_MushroomSoup_3 52,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Swing-Ding x1; Rödsopp x2; Bottled Water x1,717:1;646:2;564:1
Recipe_MushroomSoup_3 53,cooking,Item_MushroomSoup,Mushroom Soup,5,1,3,Karl-Oskar x3; Rödsopp x3; Bottled Water x1,518:3;646:3;564:1
Recipe_MushroomSoup_3 54,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Karl-Oskar x2; Rödsopp x3; Bottled Water x1,518:2;646:3;564:1
Recipe_MushroomSoup_3 55,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x1; Rödsopp x3; Bottled Water x1,518:1;646:3;564:1
Recipe_MushroomSoup_3 56,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x3; Rödsopp x2; Bottled Water x1,518:3;646:2;564:1
Recipe_MushroomSoup_3 57,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x3; Rödsopp x1; Bottled Water x1,518:3;646:1;564:1
Recipe_MushroomSoup_3 58,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x2; Rödsopp x2; Bottled Water x1,518:2;646:2;564:1
Recipe_MushroomSoup_3 59,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x2; Rödsopp x1; Bottled Water x1,518:2;646:1;564:1
Recipe_MushroomSoup_3 60,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x1; Rödsopp x2; Bottled Water x1,518:1;646:2;564:1
Recipe_MushroomSoup_3 61,cooking,Item_MushroomSoup,Mushroom Soup,5,1,3,Velvet Bell x3; Rödsopp x3; Bottled Water x1,734:3;646:3;564:1
Recipe_MushroomSoup_3 62,cooking,Item_MushroomSoup,Mushroom Soup,4,1,3,Velvet Bell x2; Rödsopp x3; Bottled Water x1,734:2;646:3;564:1
Recipe_MushroomSoup_3 63,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x1; Rödsopp x3; Bottled Water x1,734:1;646:3;564:1
Recipe_MushroomSoup_3 64,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Rödsopp x2; Bottled Water x1,734:3;646:2;564:1
Recipe_MushroomSoup_3 65,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Rödsopp x1; Bottled Water x1,734:3;646:1;564:1
Recipe_MushroomSoup_3 66,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Rödsopp x2; Bottled Water x1,734:2;646:2;564:1
Recipe_MushroomSoup_3 67,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Rödsopp x1; Bottled Water x1,734:2;646:1;564:1
Recipe_MushroomSoup_3 68,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x1; Rödsopp x2; Bottled Water x1,734:1;646:2;564:1
Recipe_MushroomSoup_3 69,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x2; Karl-Oskar x3; Bottled Water x1,734:2;518:3;564:1
Recipe_MushroomSoup_3 70,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Karl-Oskar x2; Bottled Water x1,734:3;518:2;564:1
Recipe_MushroomSoup_3 71,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Karl-Oskar x1; Bottled Water x1,734:3;518:1;564:1
Recipe_MushroomSoup_3 72,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x1; Karl-Oskar x3; Bottled Water x1,734:1;518:3;564:1
Recipe_MushroomSoup_3 73,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Karl-Oskar x2; Bottled Water x1,734:2;518:2;564:1
Recipe_MushroomSoup_3 74,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x1; Karl-Oskar x2; Bottled Water x1,734:1;518:2;564:1
Recipe_MushroomSoup_3 75,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x2; Karl-Oskar x1; Bottled Water x1,734:2;518:1;564:1
Recipe_MushroomSoup_3 76,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Swing-Ding x2; Bottled Water x1,734:3;717:2;564:1
Recipe_MushroomSoup_3 77,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x3; Swing-Ding x1; Bottled Water x1,734:3;717:1;564:1
Recipe_MushroomSoup_3 78,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x1; Swing-Ding x3; Bottled Water x1,734:1;717:3;564:1
Recipe_MushroomSoup_3 79,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Velvet Bell x2; Swing-Ding x2; Bottled Water x1,734:2;717:2;564:1
Recipe_MushroomSoup_3 80,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x1; Swing-Ding x2; Bottled Water x1,734:1;717:2;564:1
Recipe_MushroomSoup_3 81,cooking,Item_MushroomSoup,Mushroom Soup,1,1,3,Velvet Bell x2; Swing-Ding x1; Bottled Water x1,734:2;717:1;564:1
Recipe_MushroomSoup_3 82,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Velvet Bell x3; Swing-Ding x2; Bottled Water x1,734:3;717:2;564:1
Recipe_MushroomSoup_3 83,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x2; Swing-Ding x3; Bottled Water x1,518:2;717:3;564:1
Recipe_MushroomSoup_3 84,cooking,Item_MushroomSoup,Mushroom Soup,3,1,3,Karl-Oskar x3; Swing-Ding x2; Bottled Water x1,518:3;717:2;564:1
Recipe_MushroomSoup_3 85,cooking,Item_MushroomSoup,Mushroom Soup,2,1,3,Karl-Oskar x3; Swing-Ding x1; Bottled Water x1,518:3;717:1;564:1
